172,155,158;1f004
47,25,15;1f938-200d-2640-fe0f
29,33,28;1f938-200d-2642-fe0f
50,31,14;1f938
89,77,90;1f939-1f3fb-200d-2640-fe0f
86,88,71;1f939-1f3fb-200d-2642-fe0f
106,79,68;1f939-1f3fb
123,104,80;1f939-1f3fc-200d-2640-fe0f
101,100,62;1f939-1f3fc-200d-2642-fe0f
128,96,59;1f939-1f3fc
101,70,76;1f939-1f3fd-200d-2640-fe0f
88,80,57;1f939-1f3fd-200d-2642-fe0f
111,72,54;1f939-1f3fd
86,62,69;1f939-1f3fe-200d-2640-fe0f
76,71,49;1f939-1f3fe-200d-2642-fe0f
98,63,46;1f939-1f3fe
63,46,58;1f939-1f3ff-200d-2640-fe0f
59,59,41;1f939-1f3ff-200d-2642-fe0f
79,49,37;1f939-1f3ff
125,97,72;1f939-200d-2640-fe0f
103,97,51;1f939-200d-2642-fe0f
130,92,49;1f939
37,40,41;1f93a
87,60,42;1f93c-200d-2640-fe0f
71,71,39;1f93c-200d-2642-fe0f
87,67,35;1f93c
84,93,113;1f93d-1f3fb-200d-2640-fe0f
85,110,127;1f93d-1f3fb-200d-2642-fe0f
87,97,109;1f93d-1f3fb
83,92,108;1f93d-1f3fc-200d-2640-fe0f
84,107,118;1f93d-1f3fc-200d-2642-fe0f
87,96,105;1f93d-1f3fc
80,87,105;1f93d-1f3fd-200d-2640-fe0f
78,99,113;1f93d-1f3fd-200d-2642-fe0f
84,92,102;1f93d-1f3fd
75,82,99;1f93d-1f3fe-200d-2640-fe0f
70,90,103;1f93d-1f3fe-200d-2642-fe0f
80,88,97;1f93d-1f3fe
69,77,96;1f93d-1f3ff-200d-2640-fe0f
60,81,98;1f93d-1f3ff-200d-2642-fe0f
75,84,95;1f93d-1f3ff
85,93,100;1f93d-200d-2640-fe0f
87,109,104;1f93d-200d-2642-fe0f
88,97,98;1f93d
42,25,26;1f93e-1f3fb-200d-2640-fe0f
32,37,41;1f93e-1f3fb-200d-2642-fe0f
46,32,26;1f93e-1f3fb
46,28,22;1f93e-1f3fc-200d-2640-fe0f
35,39,37;1f93e-1f3fc-200d-2642-fe0f
49,34,21;1f93e-1f3fc
41,21,19;1f93e-1f3fd-200d-2640-fe0f
30,32,34;1f93e-1f3fd-200d-2642-fe0f
45,27,19;1f93e-1f3fd
37,16,15;1f93e-1f3fe-200d-2640-fe0f
25,27,29;1f93e-1f3fe-200d-2642-fe0f
40,23,15;1f93e-1f3fe
30,11,12;1f93e-1f3ff-200d-2640-fe0f
18,22,26;1f93e-1f3ff-200d-2642-fe0f
34,18,12;1f93e-1f3ff
48,28,16;1f93e-200d-2640-fe0f
36,39,30;1f93e-200d-2642-fe0f
50,34,15;1f93e
74,79,59;1f93f
64,50,38;1f940
179,100,90;1f941
112,99,70;1f942
104,95,79;1f943
32,36,38;1f944
110,88,94;1f945
87,81,61;1f947
70,92,108;1f948
84,71,63;1f949
120,42,55;1f94a
152,159,164;1f94b
72,62,69;1f94c
21,30,36;1f94d
176,160,62;1f94e
133,97,46;1f94f
104,65,12;1f950
80,99,56;1f951
49,74,34;1f952
85,46,46;1f953
126,91,74;1f954
88,59,9;1f955
79,61,40;1f956
97,108,86;1f957
120,88,42;1f958
137,109,71;1f959
119,104,96;1f95a
106,110,113;1f95b
107,74,60;1f95c
103,96,61;1f95d
145,107,60;1f95e
149,123,69;1f95f
159,110,47;1f960
134,121,128;1f961
25,12,9;1f962
76,35,39;1f963
88,102,118;1f964
105,92,80;1f965
42,71,24;1f966
123,68,21;1f967
107,65,10;1f968
98,57,48;1f969
134,102,45;1f96a
100,108,66;1f96b
67,99,47;1f96c
156,69,53;1f96d
104,55,14;1f96e
135,85,70;1f96f
200,135,57;1f970
170,125,36;1f971
178,149,68;1f972
178,131,71;1f973
181,143,53;1f974
157,87,108;1f975
76,133,176;1f976
30,31,32;1f977-1f3fb
30,31,30;1f977-1f3fc
28,29,29;1f977-1f3fd
27,27,27;1f977-1f3fe
24,25,26;1f977-1f3ff
30,31,27;1f977
142,114,51;1f978
187,151,69;1f97a
68,78,45;1f97b
149,155,159;1f97c
79,84,87;1f97d
58,30,24;1f97e
14,22,7;1f97f
92,9,22;1f980
129,86,47;1f981
49,34,25;1f982
52,45,41;1f983
104,101,112;1f984
93,94,90;1f985
68,63,51;1f986
57,65,69;1f987
55,63,68;1f988
101,58,37;1f989
133,79,20;1f98a
37,71,96;1f98b
72,39,30;1f98c
47,54,59;1f98d
29,48,18;1f98e
112,121,128;1f98f
79,14,23;1f990
127,78,87;1f991
78,56,17;1f992
84,89,92;1f993
98,59,46;1f994
45,68,32;1f995
75,53,36;1f996
53,33,28;1f997
66,47,39;1f998
69,50,41;1f999
76,112,95;1f99a
67,74,78;1f99b
45,59,33;1f99c
88,96,101;1f99d
74,13,21;1f99e
38,41,44;1f99f
56,86,37;1f9a0
42,45,48;1f9a1
108,111,112;1f9a2
98,54,41;1f9a3
56,56,54;1f9a4
93,76,68;1f9a5
70,61,56;1f9a6
155,97,44;1f9a7
45,48,50;1f9a8
74,34,40;1f9a9
131,110,84;1f9aa
79,39,29;1f9ab
79,38,28;1f9ac
45,51,54;1f9ad
81,62,44;1f9ae
11,10,10;1f9af
192,97,41;1f9b0
197,137,42;1f9b1
177,152,64;1f9b2
187,186,169;1f9b3
61,53,41;1f9b4
83,74,69;1f9b5-1f3fb
81,70,54;1f9b5-1f3fc
71,57,45;1f9b5-1f3fd
58,42,29;1f9b5-1f3fe
41,27,20;1f9b5-1f3ff
85,73,31;1f9b5
98,88,81;1f9b6-1f3fb
96,83,64;1f9b6-1f3fc
84,67,53;1f9b6-1f3fd
69,49,34;1f9b6-1f3fe
49,32,24;1f9b6-1f3ff
101,86,36;1f9b6
110,114,116;1f9b7
63,58,69;1f9b8-1f3fb-200d-2640-fe0f
66,65,78;1f9b8-1f3fb-200d-2642-fe0f
69,62,73;1f9b8-1f3fb
106,94,60;1f9b8-1f3fc-200d-2640-fe0f
87,82,71;1f9b8-1f3fc-200d-2642-fe0f
98,87,65;1f9b8-1f3fc
82,55,58;1f9b8-1f3fd-200d-2640-fe0f
73,60,68;1f9b8-1f3fd-200d-2642-fe0f
80,58,62;1f9b8-1f3fd
67,50,55;1f9b8-1f3fe-200d-2640-fe0f
63,55,63;1f9b8-1f3fe-200d-2642-fe0f
67,51,57;1f9b8-1f3fe
44,35,44;1f9b8-1f3ff-200d-2640-fe0f
47,44,56;1f9b8-1f3ff-200d-2642-fe0f
48,38,48;1f9b8-1f3ff
108,83,58;1f9b8-200d-2640-fe0f
88,77,65;1f9b8-200d-2642-fe0f
100,80,59;1f9b8
63,40,43;1f9b9-1f3fb-200d-2640-fe0f
72,48,50;1f9b9-1f3fb-200d-2642-fe0f
71,46,49;1f9b9-1f3fb
99,70,36;1f9b9-1f3fc-200d-2640-fe0f
95,66,43;1f9b9-1f3fc-200d-2642-fe0f
107,76,41;1f9b9-1f3fc
79,38,35;1f9b9-1f3fd-200d-2640-fe0f
80,43,40;1f9b9-1f3fd-200d-2642-fe0f
86,43,39;1f9b9-1f3fd
66,33,32;1f9b9-1f3fe-200d-2640-fe0f
69,37,36;1f9b9-1f3fe-200d-2642-fe0f
72,37,35;1f9b9-1f3fe
47,21,23;1f9b9-1f3ff-200d-2640-fe0f
54,26,28;1f9b9-1f3ff-200d-2642-fe0f
52,24,25;1f9b9-1f3ff
100,61,34;1f9b9-200d-2640-fe0f
96,61,38;1f9b9-200d-2642-fe0f
108,67,38;1f9b9
184,121,40;1f9ba
139,130,125;1f9bb-1f3fb
137,125,107;1f9bb-1f3fc
124,109,96;1f9bb-1f3fd
108,90,76;1f9bb-1f3fe
85,72,65;1f9bb-1f3ff
143,127,79;1f9bb
30,19,22;1f9bc
23,17,20;1f9bd
87,93,98;1f9be
61,59,63;1f9bf
162,114,40;1f9c0
129,118,97;1f9c1
100,104,107;1f9c2
113,89,43;1f9c3
99,103,106;1f9c4
130,111,79;1f9c5
120,68,33;1f9c6
117,86,43;1f9c7
95,87,64;1f9c8
75,51,43;1f9c9
131,154,161;1f9ca
79,80,82;1f9cb
25,26,36;1f9cd-1f3fb-200d-2640-fe0f
26,34,29;1f9cd-1f3fb-200d-2642-fe0f
35,28,27;1f9cd-1f3fb
28,28,34;1f9cd-1f3fc-200d-2640-fe0f
28,36,27;1f9cd-1f3fc-200d-2642-fe0f
38,30,25;1f9cd-1f3fc
25,24,33;1f9cd-1f3fd-200d-2640-fe0f
25,32,26;1f9cd-1f3fd-200d-2642-fe0f
35,26,24;1f9cd-1f3fd
23,22,31;1f9cd-1f3fe-200d-2640-fe0f
23,30,24;1f9cd-1f3fe-200d-2642-fe0f
33,24,22;1f9cd-1f3fe
20,20,29;1f9cd-1f3ff-200d-2640-fe0f
20,28,23;1f9cd-1f3ff-200d-2642-fe0f
29,21,20;1f9cd-1f3ff
29,28,31;1f9cd-200d-2640-fe0f
29,36,25;1f9cd-200d-2642-fe0f
39,30,22;1f9cd
28,33,43;1f9ce-1f3fb-200d-2640-fe0f
27,36,38;1f9ce-1f3fb-200d-2642-fe0f
31,32,35;1f9ce-1f3fb
36,39,40;1f9ce-1f3fc-200d-2640-fe0f
32,41,35;1f9ce-1f3fc-200d-2642-fe0f
37,36,32;1f9ce-1f3fc
30,30,39;1f9ce-1f3fd-200d-2640-fe0f
28,34,33;1f9ce-1f3fd-200d-2642-fe0f
33,30,31;1f9ce-1f3fd
26,28,36;1f9ce-1f3fe-200d-2640-fe0f
25,32,31;1f9ce-1f3fe-200d-2642-fe0f
29,27,29;1f9ce-1f3fe
20,24,34;1f9ce-1f3ff-200d-2640-fe0f
20,28,29;1f9ce-1f3ff-200d-2642-fe0f
24,24,27;1f9ce-1f3ff
36,37,37;1f9ce-200d-2640-fe0f
33,40,32;1f9ce-200d-2642-fe0f
38,35,30;1f9ce
83,71,87;1f9cf-1f3fb-200d-2640-fe0f
73,80,86;1f9cf-1f3fb-200d-2642-fe0f
109,81,70;1f9cf-1f3fb
122,102,75;1f9cf-1f3fc-200d-2640-fe0f
94,95,75;1f9cf-1f3fc-200d-2642-fe0f
142,108,56;1f9cf-1f3fc
97,63,71;1f9cf-1f3fd-200d-2640-fe0f
77,70,69;1f9cf-1f3fd-200d-2642-fe0f
118,71,51;1f9cf-1f3fd
80,54,63;1f9cf-1f3fe-200d-2640-fe0f
62,59,59;1f9cf-1f3fe-200d-2642-fe0f
100,60,40;1f9cf-1f3fe
53,36,50;1f9cf-1f3ff-200d-2640-fe0f
41,44,49;1f9cf-1f3ff-200d-2642-fe0f
72,40,27;1f9cf-1f3ff
124,94,66;1f9cf-200d-2640-fe0f
97,92,61;1f9cf-200d-2642-fe0f
145,101,43;1f9cf
173,146,75;1f9d0
94,85,72;1f9d1-1f3fb-200d-1f33e
133,125,123;1f9d1-1f3fb-200d-1f373
84,67,54;1f9d1-1f3fb-200d-1f37c
172,126,126;1f9d1-1f3fb-200d-1f384
74,64,58;1f9d1-1f3fb-200d-1f393
135,74,68;1f9d1-1f3fb-200d-1f3a4
108,87,77;1f9d1-1f3fb-200d-1f3a8
137,137,115;1f9d1-1f3fb-200d-1f3eb
65,87,103;1f9d1-1f3fb-200d-1f3ed
106,97,93;1f9d1-1f3fb-200d-1f4bb
142,149,152;1f9d1-1f3fb-200d-1f4bc
79,90,99;1f9d1-1f3fb-200d-1f527
110,106,112;1f9d1-1f3fb-200d-1f52c
100,89,83;1f9d1-1f3fb-200d-1f680
112,69,62;1f9d1-1f3fb-200d-1f692
83,78,70;1f9d1-1f3fb-200d-1f91d-200d-1f9d1-1f3fb
93,85,66;1f9d1-1f3fb-200d-1f91d-200d-1f9d1-1f3fc
85,74,64;1f9d1-1f3fb-200d-1f91d-200d-1f9d1-1f3fd
79,70,60;1f9d1-1f3fb-200d-1f91d-200d-1f9d1-1f3fe
70,63,56;1f9d1-1f3fb-200d-1f91d-200d-1f9d1-1f3ff
29,26,27;1f9d1-1f3fb-200d-1f9af
142,94,74;1f9d1-1f3fb-200d-1f9b0
88,80,76;1f9d1-1f3fb-200d-1f9b1
112,99,91;1f9d1-1f3fb-200d-1f9b2
139,131,127;1f9d1-1f3fb-200d-1f9b3
45,35,39;1f9d1-1f3fb-200d-1f9bc
41,35,38;1f9d1-1f3fb-200d-1f9bd
69,74,79;1f9d1-1f3fb-200d-2695-fe0f
82,74,72;1f9d1-1f3fb-200d-2696-fe0f
98,93,87;1f9d1-1f3fb-200d-2708-fe0f
89,81,77;1f9d1-1f3fb
98,87,65;1f9d1-1f3fc-200d-1f33e
137,127,116;1f9d1-1f3fc-200d-1f373
104,82,47;1f9d1-1f3fc-200d-1f37c
171,123,113;1f9d1-1f3fc-200d-1f384
82,70,49;1f9d1-1f3fc-200d-1f393
134,72,62;1f9d1-1f3fc-200d-1f3a4
120,96,68;1f9d1-1f3fc-200d-1f3a8
167,162,104;1f9d1-1f3fc-200d-1f3eb
69,89,97;1f9d1-1f3fc-200d-1f3ed
137,121,83;1f9d1-1f3fc-200d-1f4bb
173,173,141;1f9d1-1f3fc-200d-1f4bc
86,95,91;1f9d1-1f3fc-200d-1f527
140,131,103;1f9d1-1f3fc-200d-1f52c
130,114,72;1f9d1-1f3fc-200d-1f680
117,72,54;1f9d1-1f3fc-200d-1f692
93,85,66;1f9d1-1f3fc-200d-1f91d-200d-1f9d1-1f3fb
103,93,61;1f9d1-1f3fc-200d-1f91d-200d-1f9d1-1f3fc
95,82,59;1f9d1-1f3fc-200d-1f91d-200d-1f9d1-1f3fd
89,77,55;1f9d1-1f3fc-200d-1f91d-200d-1f9d1-1f3fe
80,71,51;1f9d1-1f3fc-200d-1f91d-200d-1f9d1-1f3ff
33,29,25;1f9d1-1f3fc-200d-1f9af
140,91,61;1f9d1-1f3fc-200d-1f9b0
147,127,57;1f9d1-1f3fc-200d-1f9b1
110,94,72;1f9d1-1f3fc-200d-1f9b2
138,128,114;1f9d1-1f3fc-200d-1f9b3
49,38,37;1f9d1-1f3fc-200d-1f9bc
45,38,36;1f9d1-1f3fc-200d-1f9bd
99,98,68;1f9d1-1f3fc-200d-2695-fe0f
81,72,64;1f9d1-1f3fc-200d-2696-fe0f
108,100,79;1f9d1-1f3fc-200d-2708-fe0f
146,127,58;1f9d1-1f3fc
91,77,61;1f9d1-1f3fd-200d-1f33e
130,117,112;1f9d1-1f3fd-200d-1f373
90,62,44;1f9d1-1f3fd-200d-1f37c
162,112,106;1f9d1-1f3fd-200d-1f384
72,56,45;1f9d1-1f3fd-200d-1f393
130,66,58;1f9d1-1f3fd-200d-1f3a4
108,79,64;1f9d1-1f3fd-200d-1f3a8
146,130,100;1f9d1-1f3fd-200d-1f3eb
64,81,95;1f9d1-1f3fd-200d-1f3ed
117,91,80;1f9d1-1f3fd-200d-1f4bb
152,142,137;1f9d1-1f3fd-200d-1f4bc
77,81,86;1f9d1-1f3fd-200d-1f527
121,102,101;1f9d1-1f3fd-200d-1f52c
110,82,68;1f9d1-1f3fd-200d-1f680
110,62,51;1f9d1-1f3fd-200d-1f692
85,74,64;1f9d1-1f3fd-200d-1f91d-200d-1f9d1-1f3fb
95,82,59;1f9d1-1f3fd-200d-1f91d-200d-1f9d1-1f3fc
88,70,57;1f9d1-1f3fd-200d-1f91d-200d-1f9d1-1f3fd
82,66,53;1f9d1-1f3fd-200d-1f91d-200d-1f9d1-1f3fe
73,60,49;1f9d1-1f3fd-200d-1f91d-200d-1f9d1-1f3ff
30,25,24;1f9d1-1f3fd-200d-1f9af
131,79,53;1f9d1-1f3fd-200d-1f9b0
108,68,50;1f9d1-1f3fd-200d-1f9b1
97,77,61;1f9d1-1f3fd-200d-1f9b2
129,116,106;1f9d1-1f3fd-200d-1f9b3
46,34,36;1f9d1-1f3fd-200d-1f9bc
42,34,35;1f9d1-1f3fd-200d-1f9bd
78,66,64;1f9d1-1f3fd-200d-2695-fe0f
76,65,59;1f9d1-1f3fd-200d-2696-fe0f
98,85,74;1f9d1-1f3fd-200d-2708-fe0f
109,69,51;1f9d1-1f3fd
84,70,53;1f9d1-1f3fe-200d-1f33e
122,110,104;1f9d1-1f3fe-200d-1f373
80,55,38;1f9d1-1f3fe-200d-1f37c
150,99,91;1f9d1-1f3fe-200d-1f384
63,48,36;1f9d1-1f3fe-200d-1f393
123,59,50;1f9d1-1f3fe-200d-1f3a4
98,70,55;1f9d1-1f3fe-200d-1f3a8
131,121,92;1f9d1-1f3fe-200d-1f3eb
58,76,89;1f9d1-1f3fe-200d-1f3ed
103,83,73;1f9d1-1f3fe-200d-1f4bb
137,132,129;1f9d1-1f3fe-200d-1f4bc
68,73,78;1f9d1-1f3fe-200d-1f527
108,95,95;1f9d1-1f3fe-200d-1f52c
95,74,61;1f9d1-1f3fe-200d-1f680
102,55,43;1f9d1-1f3fe-200d-1f692
80,70,60;1f9d1-1f3fe-200d-1f91d-200d-1f9d1-1f3fb
89,78,56;1f9d1-1f3fe-200d-1f91d-200d-1f9d1-1f3fc
82,66,54;1f9d1-1f3fe-200d-1f91d-200d-1f9d1-1f3fd
76,62,50;1f9d1-1f3fe-200d-1f91d-200d-1f9d1-1f3fe
67,56,45;1f9d1-1f3fe-200d-1f91d-200d-1f9d1-1f3ff
28,23,23;1f9d1-1f3fe-200d-1f9af
119,65,38;1f9d1-1f3fe-200d-1f9b0
81,53,38;1f9d1-1f3fe-200d-1f9b1
80,57,39;1f9d1-1f3fe-200d-1f9b2
117,102,91;1f9d1-1f3fe-200d-1f9b3
44,32,35;1f9d1-1f3fe-200d-1f9bc
40,32,34;1f9d1-1f3fe-200d-1f9bd
63,57,56;1f9d1-1f3fe-200d-2695-fe0f
69,57,50;1f9d1-1f3fe-200d-2696-fe0f
88,77,66;1f9d1-1f3fe-200d-2708-fe0f
82,54,38;1f9d1-1f3fe
72,62,48;1f9d1-1f3ff-200d-1f33e
111,101,98;1f9d1-1f3ff-200d-1f373
65,45,31;1f9d1-1f3ff-200d-1f37c
133,85,84;1f9d1-1f3ff-200d-1f384
49,37,30;1f9d1-1f3ff-200d-1f393
114,52,46;1f9d1-1f3ff-200d-1f3a4
81,59,48;1f9d1-1f3ff-200d-1f3a8
108,105,81;1f9d1-1f3ff-200d-1f3eb
49,69,85;1f9d1-1f3ff-200d-1f3ed
81,68,63;1f9d1-1f3ff-200d-1f4bb
113,116,118;1f9d1-1f3ff-200d-1f4bc
54,63,71;1f9d1-1f3ff-200d-1f527
88,81,86;1f9d1-1f3ff-200d-1f52c
72,58,50;1f9d1-1f3ff-200d-1f680
91,46,38;1f9d1-1f3ff-200d-1f692
71,64,56;1f9d1-1f3ff-200d-1f91d-200d-1f9d1-1f3fb
81,71,51;1f9d1-1f3ff-200d-1f91d-200d-1f9d1-1f3fc
73,60,49;1f9d1-1f3ff-200d-1f91d-200d-1f9d1-1f3fd
67,56,45;1f9d1-1f3ff-200d-1f91d-200d-1f9d1-1f3fe
58,50,41;1f9d1-1f3ff-200d-1f91d-200d-1f9d1-1f3ff
25,21,21;1f9d1-1f3ff-200d-1f9af
101,51,30;1f9d1-1f3ff-200d-1f9b0
40,25,18;1f9d1-1f3ff-200d-1f9b1
55,37,27;1f9d1-1f3ff-200d-1f9b2
99,88,83;1f9d1-1f3ff-200d-1f9b3
41,30,34;1f9d1-1f3ff-200d-1f9bc
37,30,32;1f9d1-1f3ff-200d-1f9bd
40,41,45;1f9d1-1f3ff-200d-2695-fe0f
58,48,45;1f9d1-1f3ff-200d-2696-fe0f
74,67,60;1f9d1-1f3ff-200d-2708-fe0f
41,26,19;1f9d1-1f3ff
100,87,55;1f9d1-200d-1f33e
139,127,105;1f9d1-200d-1f373
105,78,40;1f9d1-200d-1f37c
174,126,94;1f9d1-200d-1f384
84,69,38;1f9d1-200d-1f393
136,74,51;1f9d1-200d-1f3a4
122,94,57;1f9d1-200d-1f3a8
169,155,94;1f9d1-200d-1f3eb
71,89,90;1f9d1-200d-1f3ed
139,114,76;1f9d1-200d-1f4bb
175,167,131;1f9d1-200d-1f4bc
88,94,79;1f9d1-200d-1f527
142,124,98;1f9d1-200d-1f52c
133,107,64;1f9d1-200d-1f680
119,72,45;1f9d1-200d-1f692
105,89,52;1f9d1-200d-1f91d-200d-1f9d1
34,28,24;1f9d1-200d-1f9af
144,94,40;1f9d1-200d-1f9b0
150,114,43;1f9d1-200d-1f9b1
116,98,42;1f9d1-200d-1f9b2
142,131,93;1f9d1-200d-1f9b3
49,37,35;1f9d1-200d-1f9bc
45,37,34;1f9d1-200d-1f9bd
101,92,58;1f9d1-200d-2695-fe0f
84,74,51;1f9d1-200d-2696-fe0f
110,99,68;1f9d1-200d-2708-fe0f
150,114,43;1f9d1
73,66,62;1f9d2-1f3fb
117,101,47;1f9d2-1f3fc
88,56,41;1f9d2-1f3fd
66,43,31;1f9d2-1f3fe
33,21,15;1f9d2-1f3ff
120,92,35;1f9d2
135,126,121;1f9d3-1f3fb
134,123,109;1f9d3-1f3fc
125,112,101;1f9d3-1f3fd
114,98,86;1f9d3-1f3fe
96,85,79;1f9d3-1f3ff
138,126,89;1f9d3
75,70,68;1f9d4-1f3fb
160,141,49;1f9d4-1f3fc
111,63,45;1f9d4-1f3fd
80,51,37;1f9d4-1f3fe
32,19,14;1f9d4-1f3ff
163,120,42;1f9d4
76,57,88;1f9d5-1f3fb
75,56,83;1f9d5-1f3fc
72,51,80;1f9d5-1f3fd
67,46,74;1f9d5-1f3fe
60,40,71;1f9d5-1f3ff
77,57,75;1f9d5
119,111,113;1f9d6-1f3fb-200d-2640-fe0f
129,128,115;1f9d6-1f3fb-200d-2642-fe0f
131,109,100;1f9d6-1f3fb
160,144,99;1f9d6-1f3fc-200d-2640-fe0f
149,143,102;1f9d6-1f3fc-200d-2642-fe0f
155,129,91;1f9d6-1f3fc
132,101,93;1f9d6-1f3fd-200d-2640-fe0f
131,116,96;1f9d6-1f3fd-200d-2642-fe0f
138,103,88;1f9d6-1f3fd
113,89,83;1f9d6-1f3fe-200d-2640-fe0f
115,104,84;1f9d6-1f3fe-200d-2642-fe0f
127,96,82;1f9d6-1f3fe
83,69,69;1f9d6-1f3ff-200d-2640-fe0f
92,87,73;1f9d6-1f3ff-200d-2642-fe0f
108,84,73;1f9d6-1f3ff
163,135,86;1f9d6-200d-2640-fe0f
152,140,86;1f9d6-200d-2642-fe0f
157,123,84;1f9d6
125,123,131;1f9d7-1f3fb-200d-2640-fe0f
116,129,139;1f9d7-1f3fb-200d-2642-fe0f
127,127,129;1f9d7-1f3fb
130,127,127;1f9d7-1f3fc-200d-2640-fe0f
119,131,135;1f9d7-1f3fc-200d-2642-fe0f
130,129,126;1f9d7-1f3fc
125,120,125;1f9d7-1f3fd-200d-2640-fe0f
115,126,133;1f9d7-1f3fd-200d-2642-fe0f
126,124,124;1f9d7-1f3fd
121,116,122;1f9d7-1f3fe-200d-2640-fe0f
111,122,130;1f9d7-1f3fe-200d-2642-fe0f
122,120,121;1f9d7-1f3fe
115,112,119;1f9d7-1f3ff-200d-2640-fe0f
106,118,127;1f9d7-1f3ff-200d-2642-fe0f
117,116,118;1f9d7-1f3ff
131,126,123;1f9d7-200d-2640-fe0f
120,131,131;1f9d7-200d-2642-fe0f
131,129,121;1f9d7
65,58,68;1f9d8-1f3fb-200d-2640-fe0f
61,64,53;1f9d8-1f3fb-200d-2642-fe0f
76,59,52;1f9d8-1f3fb
82,71,58;1f9d8-1f3fc-200d-2640-fe0f
68,69,45;1f9d8-1f3fc-200d-2642-fe0f
86,66,43;1f9d8-1f3fc
68,50,54;1f9d8-1f3fd-200d-2640-fe0f
59,56,40;1f9d8-1f3fd-200d-2642-fe0f
75,50,38;1f9d8-1f3fd
57,41,46;1f9d8-1f3fe-200d-2640-fe0f
50,48,32;1f9d8-1f3fe-200d-2642-fe0f
65,42,30;1f9d8-1f3fe
40,29,38;1f9d8-1f3ff-200d-2640-fe0f
37,38,25;1f9d8-1f3ff-200d-2642-fe0f
51,31,23;1f9d8-1f3ff
85,68,48;1f9d8-200d-2640-fe0f
71,69,33;1f9d8-200d-2642-fe0f
88,65,32;1f9d8
100,83,108;1f9d9-1f3fb-200d-2640-fe0f
79,93,105;1f9d9-1f3fb-200d-2642-fe0f
123,79,61;1f9d9-1f3fb
99,81,102;1f9d9-1f3fc-200d-2640-fe0f
79,92,101;1f9d9-1f3fc-200d-2642-fe0f
123,77,54;1f9d9-1f3fc
95,76,98;1f9d9-1f3fd-200d-2640-fe0f
76,88,99;1f9d9-1f3fd-200d-2642-fe0f
118,71,50;1f9d9-1f3fd
90,69,91;1f9d9-1f3fe-200d-2640-fe0f
73,85,95;1f9d9-1f3fe-200d-2642-fe0f
113,65,43;1f9d9-1f3fe
82,63,88;1f9d9-1f3ff-200d-2640-fe0f
67,81,92;1f9d9-1f3ff-200d-2642-fe0f
104,58,39;1f9d9-1f3ff
101,82,92;1f9d9-200d-2640-fe0f
80,92,95;1f9d9-200d-2642-fe0f
125,79,44;1f9d9
107,111,107;1f9da-1f3fb-200d-2640-fe0f
102,114,108;1f9da-1f3fb-200d-2642-fe0f
124,114,112;1f9da-1f3fb
147,143,92;1f9da-1f3fc-200d-2640-fe0f
133,139,97;1f9da-1f3fc-200d-2642-fe0f
153,137,99;1f9da-1f3fc
119,100,86;1f9da-1f3fd-200d-2640-fe0f
111,106,93;1f9da-1f3fd-200d-2642-fe0f
131,104,94;1f9da-1f3fd
98,87,74;1f9da-1f3fe-200d-2640-fe0f
95,96,84;1f9da-1f3fe-200d-2642-fe0f
115,93,84;1f9da-1f3fe
68,65,59;1f9da-1f3ff-200d-2640-fe0f
71,80,73;1f9da-1f3ff-200d-2642-fe0f
89,76,72;1f9da-1f3ff
150,135,78;1f9da-200d-2640-fe0f
135,132,87;1f9da-200d-2642-fe0f
155,131,87;1f9da
81,61,61;1f9db-1f3fb-200d-2640-fe0f
87,63,63;1f9db-1f3fb-200d-2642-fe0f
90,58,59;1f9db-1f3fb
80,59,53;1f9db-1f3fc-200d-2640-fe0f
86,61,55;1f9db-1f3fc-200d-2642-fe0f
89,56,51;1f9db-1f3fc
75,52,48;1f9db-1f3fd-200d-2640-fe0f
81,53,50;1f9db-1f3fd-200d-2642-fe0f
83,48,46;1f9db-1f3fd
67,43,39;1f9db-1f3fe-200d-2640-fe0f
73,45,41;1f9db-1f3fe-200d-2642-fe0f
75,40,36;1f9db-1f3fe
56,34,34;1f9db-1f3ff-200d-2640-fe0f
62,36,36;1f9db-1f3ff-200d-2642-fe0f
65,31,32;1f9db-1f3ff
83,61,40;1f9db-200d-2640-fe0f
88,63,42;1f9db-200d-2642-fe0f
91,57,38;1f9db
65,79,62;1f9dc-1f3fb-200d-2640-fe0f
59,71,85;1f9dc-1f3fb-200d-2642-fe0f
69,65,48;1f9dc-1f3fb
65,78,56;1f9dc-1f3fc-200d-2640-fe0f
58,69,77;1f9dc-1f3fc-200d-2642-fe0f
69,64,42;1f9dc-1f3fc
60,72,52;1f9dc-1f3fd-200d-2640-fe0f
53,62,72;1f9dc-1f3fd-200d-2642-fe0f
65,59,39;1f9dc-1f3fd
55,66,45;1f9dc-1f3fe-200d-2640-fe0f
46,54,63;1f9dc-1f3fe-200d-2642-fe0f
60,54,33;1f9dc-1f3fe
47,59,41;1f9dc-1f3ff-200d-2640-fe0f
36,46,59;1f9dc-1f3ff-200d-2642-fe0f
54,48,30;1f9dc-1f3ff
66,79,46;1f9dc-200d-2640-fe0f
61,71,65;1f9dc-200d-2642-fe0f
70,65,34;1f9dc
84,64,50;1f9dd-1f3fb-200d-2640-fe0f
79,66,66;1f9dd-1f3fb-200d-2642-fe0f
100,63,51;1f9dd-1f3fb
83,62,42;1f9dd-1f3fc-200d-2640-fe0f
78,64,57;1f9dd-1f3fc-200d-2642-fe0f
99,61,42;1f9dd-1f3fc
